movie_ID,production_budget,gross_income,net_income,cost_income_ratio
tt3381008,35000000,28720470,-6279530,1.2186430096721954
tt4030600,7400000,31187727,23787727,0.2372728220944091
tt1911644,12800000,69821476,57021476,0.18332468365463944
tt2926868,12800000,69821476,57021476,0.18332468365463944
tt1790886,95000000,104907746,9907746,0.9055575362376006
tt2292959,250000,62375,-187625,4.008016032064128
tt1488555,52000000,75997067,23997067,0.6842369324595119
tt2739338,7000000,1933829,-5066171,3.6197616231838494
tt0980970,155000000,418186950,263186950,0.37064762542207497
tt2943946,18000000,40651864,22651864,0.4427841242408958
tt4287320,18000000,40651864,22651864,0.4427841242408958
tt6954894,18000000,40651864,22651864,0.4427841242408958
tt1366365,20000000,25361206,5361206,0.788606030801532
tt1748227,10000000,8890094,-1109906,1.12484749880035
tt1590193,40000000,101985431,61985431,0.39221288381867014
tt1457767,20000000,318000141,298000141,0.06289305387446353
tt2193215,25000000,71009334,46009334,0.35206639172253046
tt0455407,19000000,56445534,37445534,0.336607675640025
tt0481499,135000000,573068425,438068425,0.2355739630917547
tt2690138,3000000,772366,-2227634,3.8841689043795298
tt1345836,275000000,1084439099,809439099,0.2535873155565742
tt1648190,60000000,113461527,53461527,0.5288136127411718
tt1093357,34800000,62831715,28031715,0.5538604190574776
tt4073790,34000000,38361428,4361428,0.8863069435267112
tt1878841,4000000,10898293,6898293,0.36702995597567434
tt4935746,4000000,10898293,6898293,0.36702995597567434
tt1033575,20000000,175507800,155507800,0.11395504929125658
tt1560985,1000000,101759490,100759490,0.00982709327650915
tt1270262,19100000,5965646,-13134354,3.2016649999011
tt3172532,2000000,2279959,279959,0.8772087568241359
tt1645170,65000000,180148897,115148897,0.3608126448867461
tt1578275,70000000,70546865,546865,0.9922482026664119
tt2364897,15000000,3503761,-11496239,4.281113923010159
tt3521126,10000000,28717667,18717667,0.34821770166775734
tt1600196,12600000,19054534,6454534,0.6612599394978644
tt1034389,25000000,38993548,13993548,0.6411317072250005
tt1869716,6500000,3027956,-3472044,2.1466626331426215
tt1878870,9000000,19096003,10096003,0.47130281661560275
tt4877122,50000000,216562312,166562312,0.2308804313097655
tt0455944,55000000,192903624,137903624,0.2851164683147684
tt3766354,77000000,190453132,113453132,0.404298943217169
tt1320253,82000000,268268174,186268174,0.3056642865135393
tt1764651,100000000,311979256,211979256,0.3205341319231815
tt2333784,100000000,209461378,109461378,0.4774149819638826
tt1361313,7000000,492108,-6507892,14.224519820852333
tt2404311,30000000,51078541,21078541,0.58733079317986
tt4155318,30000000,51078541,21078541,0.58733079317986
tt4630562,250000000,1234846267,984846267,0.2024543513480128
tt2582846,12000000,307166834,295166834,0.03906671773033934
tt5083738,15000000,94113929,79113929,0.15938129625849537
tt1837703,26000000,6154172,-19845828,4.224776298095016
tt0964517,11000000,129262388,118262388,0.08509822671696271
tt2025690,70000000,49252761,-20747239,1.42124012093454
tt6133466,13000000,136617305,123617305,0.09515632005769693
tt1763303,2000000,17061,-1982939,117.22642283570717
tt1195478,30000000,61623819,31623819,0.4868247454770695
tt5649144,2000000,11295324,9295324,0.17706442063990374
tt1615160,35000000,140783360,105783360,0.24860892650949656
tt3387542,10000000,40749230,30749230,0.24540341007670574
tt4982356,10000000,40749230,30749230,0.24540341007670574
tt2005374,19200000,5617460,-13582540,3.417914858316748
tt1235170,1000000,1239174,239174,0.8069891718192925
tt2309260,100000,41656474,41556474,0.0024005872412533043
tt2039393,25000000,38718031,13718031,0.6456939920317746
tt1754633,2000000,2436,-1997564,821.0180623973728
tt1139328,45000000,65532491,20532491,0.6866822749039099
tt1769363,900000,7396,-892604,121.6873985938345
tt4178092,5000000,58978477,53978477,0.08477668896061863
tt3631112,45000000,174278214,129278214,0.25820783313742246
tt1568346,90000000,239373970,149373970,0.37598073006852
tt0435651,25000000,66540205,41540205,0.3757126988111924
tt1979388,187500000,333771037,146271037,0.5617623436871186
tt2278388,31000000,163981261,132981261,0.18904599105381925
tt1343092,190000000,351040419,161040419,0.5412482144969181
tt7535780,150000000,334486852,184486852,0.44844812016706714
tt1485796,84000000,386665550,302665550,0.21724200669027793
tt0990407,110000000,229155503,119155503,0.48002338394640254
tt1540133,6000000,21197454,15197454,0.2830528609709449
tt1694020,40000000,41294674,1294674,0.9686479181310403
tt2515034,40000000,18594227,-21405773,2.151205317650473
tt1411697,80000000,586464305,506464305,0.1364106891381906
tt1981703,560000,3709,-556291,150.98409274737125
tt5580266,23000000,35067665,12067665,0.6558748636386255
tt3460252,62000000,147864886,85864886,0.4193017130517383
tt2404463,43000000,229727774,186727774,0.18717806406812612
tt1454029,25000000,213120004,188120004,0.1173048026031381
tt0443533,20000000,476624,-19523376,41.96179797911981
tt0903624,250000000,1017003568,767003568,0.2458201798560455
tt2310332,250000000,945577621,695577621,0.26438865984963916
tt1170358,250000000,960366855,710366855,0.2603171888934047
tt2398231,16000000,8217571,-7782429,1.9470473695937645
tt1517260,50000000,64477051,14477051,0.7754697093699277
tt4481514,40000000,31192425,-8807575,1.2823626249001159
tt2980648,22000000,94270488,72270488,0.2333710206316106
tt1392170,80000000,677923379,597923379,0.11800743635365908
tt1951264,130000000,864868047,734868047,0.15031194695067743
tt1951265,125000000,766575131,641575131,0.1630629470550878
tt1951266,160000000,648986787,488986787,0.24653814716261704
tt5360952,40000000,30963684,-9036316,1.2918359456193909
tt1124035,23000000,77735925,54735925,0.2958734973565954
tt2084970,15000000,227740463,212740463,0.06586444851479906
tt1649419,40000000,169590606,129590606,0.23586212080638477
tt0790628,32000000,27392609,-4607391,1.1681983267822353
tt1355631,47500000,20718104,-26781896,2.292680836045615
tt2361509,40000000,197115710,157115710,0.2029264942910943
tt2234155,58000000,93672764,35672764,0.6191767758662486
tt2788710,44000000,12342632,-31657368,3.564879840863764
tt6722030,8000000,36005871,28005871,0.22218598739077858
tt1872194,50000000,76119388,26119388,0.6568628744098678
tt3040964,175000000,962854547,787854547,0.18175123184000502
tt1155076,40000000,351774938,311774938,0.11370906701716198
tt2020110,3500000,40622,-3459378,86.16020875387721
tt6811018,59000000,28348446,-30651554,2.081242830735766
tt0842926,4000000,36275469,32275469,0.11026735450339732
tt0954947,13000000,3617277,-9382723,3.5938635609050675
tt0938283,150000000,319713881,169713881,0.4691694947083014
tt1709143,10600000,261364,-10338636,40.55646531274391
tt1320244,1800000,70165900,68365900,0.02565348695021371
tt2034139,4000000,25448707,21448707,0.157178908932387
tt1294226,20000000,92678948,72678948,0.21579873781044645
tt1549920,30000000,48330757,18330757,0.6207227418349769
tt1618442,80000000,130818912,50818912,0.611532375380098
tt2918436,5000000,38359310,33359310,0.1303464530514235
tt1043726,70000000,58953319,-11046681,1.1873801371556367
tt0918940,180000000,348902025,168902025,0.5159041424308156
tt4116284,80000000,310660018,230660018,0.25751624079285285
tt1490017,60000000,457729388,397729388,0.13108181727671808
tt3014284,70000000,122737201,52737201,0.5703242328297841
tt2547584,20000000,22281732,2281732,0.8975962909885102
tt1189340,40000000,87145086,47145086,0.45900465345802743
tt1210819,275000000,260002115,-14997885,1.0576837038421785
tt2726560,34000000,63802928,29802928,0.5328909043171185
tt2912776,300000,1711,-298289,175.33606078316774
tt0480255,25000000,29863840,4863840,0.8371328000685779
tt1390539,2500000,549632,-1950368,4.548497904052166
tt1327194,25000000,96633833,71633833,0.25870856224858635
tt2404435,90000000,162525156,72525156,0.5537604283240928
tt1258972,15000000,22018988,7018988,0.6812302182098469
tt3659388,108000000,655271443,547271443,0.16481719317043395
tt3103166,3500000,182695,-3317305,19.157612414132846
tt1560747,37500000,50647416,13147416,0.7404128968790826
tt1790864,34000000,348319861,314319861,0.09761143077626573
tt0472399,42500000,76347393,33847393,0.5566660278760271
tt4779682,178000000,529530715,351530715,0.3361466954754456
tt2177771,70000000,158702748,88702748,0.4410761683849356
tt1538403,60000000,75965567,15965567,0.7898315298561518
tt7959026,50000000,170857676,120857676,0.29264122731015024
tt2345759,195000000,409953905,214953905,0.4756632334066924
tt1204342,45000000,160971922,115971922,0.2795518587396875
tt1974419,7500000,3559803,-3940197,2.1068581604094385
tt1458175,30000000,67255916,37255916,0.44605741448826597
tt3799694,50000000,59596747,9596747,0.8389719660370053
tt3530002,25000000,52427346,27427346,0.47685038262283963
tt6353886,25000000,52427346,27427346,0.47685038262283963
tt2402157,15000000,34820335,19820335,0.4307827595570232
tt1821658,30000000,122529966,92529966,0.24483806679583997
tt3486626,40000000,57438389,17438389,0.6963983617298181
tt5523010,132900000,170293899,37393899,0.780415509777012
tt1041804,90000000,20466016,-69533984,4.397533941144188
tt1462769,40000000,55249159,15249159,0.7239929208696191
tt1606829,500000,314444,-185556,1.5901082545699712
tt1386588,100000000,170936470,70936470,0.5850126658167213
tt3702652,5000000,12905107,7905107,0.3874435136415374
tt2203939,40000000,195111193,155111193,0.20501130347760213
tt3844362,200000,1165996,965996,0.17152717505034323
tt1496422,12500000,4027663,-8472337,3.103536715956623
tt3072636,100000,20056,-79944,4.98603909054647
tt2452042,99000000,250091610,151091610,0.39585494291471834
tt3862750,18000000,60278166,42278166,0.2986155882712158
tt4871980,5000000,10182050,5182050,0.49106024818184946
tt1659337,13000000,33069303,20069303,0.39311381918149285
tt1430626,55000000,136143605,81143605,0.40398518902154823
tt0431021,14000000,82925064,68925064,0.16882712324466823
tt5734576,6000000,42785387,36785387,0.14023479558569846
tt6294822,50000000,179748880,129748880,0.2781658500459085
tt3829266,88000000,159487563,71487563,0.5517671619322442
tt4504044,6000000,19789712,13789712,0.3031878382060335
tt5932728,25000000,5227233,-19772767,4.782645043754506
tt10013288,90000000,10551417,-79448583,8.529660044712477
tt4192918,90000000,10551417,-79448583,8.529660044712477
tt7232438,90000000,10551417,-79448583,8.529660044712477
tt9889072,90000000,10551417,-79448583,8.529660044712477
tt2184339,3000000,91266581,88266581,0.032870739400219236
tt2975578,9000000,111534881,102534881,0.08069224550479415
tt4094724,10000000,118514727,108514727,0.0843776993217054
tt1486192,26000000,30601801,4601801,0.8496231970137966
tt1320291,10000000,15037867,5037867,0.6649879268116947
tt1663202,135000000,532938302,397938302,0.2533126245446701
tt1161864,37000000,97143987,60143987,0.3808779229948633
tt1265990,16000000,52545707,36545707,0.30449680694181164
tt2345737,8500000,3180252,-5319748,2.6727441724743826
tt0376136,45000000,21544732,-23455268,2.0886776405480467
tt1017451,9500000,5278632,-4221368,1.7997087124088211
tt2555736,10000000,90384306,80384306,0.11063867658617636
tt2709768,75000000,886750534,811750534,0.08457846612359637
tt5113040,80000000,113351496,33351496,0.7057692471919382
tt0359950,91000000,187861183,96861183,0.48440022865181254
tt1866249,1000000,11495204,10495204,0.08699280151965985
tt4052882,13000000,118763442,105763442,0.10946129365297445
tt5580390,19500000,195790794,176290794,0.0995961025624116
tt2910814,4000000,2665322,-1334678,1.5007567565945128
tt4971344,38000000,13143056,-24856944,2.891260601796112
tt1366344,25000000,38749404,13749404,0.6451712134720834
tt1571249,1000000,5797192,4797192,0.17249730559208665
tt2723576,1100000,2636,-1097364,417.298937784522
tt0472181,110000000,563749323,453749323,0.19512218553919222
tt2017020,110000000,348547523,238547523,0.3155954145168319
tt1758810,35000000,43226146,8226146,0.8096951322007749
tt1285016,40000000,224922135,184922135,0.17783932203915812
tt1535612,15000000,1148578,-13851422,13.059626773279655
tt0963966,160000000,217986320,57986320,0.7339910137480187
tt3922818,30000000,16481405,-13518595,1.8202331658010953
tt1714206,2500000,6916951,4416951,0.36143092527328874
tt2279373,74000000,311013181,237013181,0.23793203799937984
tt1273678,28000000,46752858,18752858,0.598893868691407
tt2486682,1500000,176262,-1323738,8.510058889607516
tt3753108,1500000,176262,-1323738,8.510058889607516
tt4587656,20000000,62758010,42758010,0.3186844197258645
tt1285009,5000000,29960051,24960051,0.16688890149085528
tt0889573,19000000,49858465,30858465,0.38107871953137745
tt1274300,20000000,277943,-19722057,71.95719985752474
tt1683003,20000000,277943,-19722057,71.95719985752474
tt2980516,15000000,123327692,108327692,0.12162718491480405
tt0905372,38000000,27573078,-10426922,1.3781558953991282
tt1509767,90000000,139877913,49877913,0.6434182357296109
tt0383010,30000000,54052249,24052249,0.5550185340114155
tt1758795,1500000,4128828,2628828,0.36329922195838626
tt1243957,100000000,278731369,178731369,0.358768373860353
tt0840361,37000000,152566881,115566881,0.2425165917890135
tt2938956,22000000,69698495,47698495,0.31564526608501375
tt0478304,35000000,61721826,26721826,0.5670603458815363
tt1325004,68000000,706102828,638102828,0.09630325400707784
tt1524575,13000000,14929184,1929184,0.8707776660800751
tt1695994,2000000,636706,-1363294,3.1411671949062834
tt3567288,5000000,98677816,93677816,0.05066994997132892
tt1606389,30000000,197618160,167618160,0.15180791077095343
tt2159988,35000000,61492104,26492104,0.5691787680577656
tt3488710,35000000,61492104,26492104,0.5691787680577656
tt4218696,3000000,4495262,1495262,0.6673693324215585
tt6845582,3000000,4495262,1495262,0.6673693324215585
tt7578246,3000000,4495262,1495262,0.6673693324215585
tt1032751,42000000,8514325,-33485675,4.932863145346225
tt1298649,55000000,67130045,12130045,0.8193052753055655
tt1727388,5000000,26853810,21853810,0.1861933185644793
tt0884732,23000000,80171596,57171596,0.2868846467768959
tt0993846,100000000,389870414,289870414,0.2564954826246446
tt0780653,150000000,142634358,-7365642,1.0516400263111922
tt1430132,115000000,416456852,301456852,0.2761390512551826
tt1596365,15000000,128955898,113955898,0.11631883638234213
tt3509804,200000,3648,-196352,54.824561403508774
tt1840417,6000000,16369708,10369708,0.3665306674987727
tt1213663,20000000,47508505,27508505,0.4209772544936954
tt1002563,16800000,7313697,-9486303,2.297059886402185
tt1316616,36000000,4020990,-31979010,8.953019032626294
tt2398249,3000000,82780,-2917220,36.2406378352259
tt1621045,12000000,113373764,101373764,0.10584459381625541
tt2239832,24000000,70027933,46027933,0.34272038273641464
tt1596350,65000000,156974557,91974557,0.4140798435252154
tt0800369,150000000,449326618,299326618,0.33383288234217184
tt3501632,180000000,846980024,666980024,0.21251977012388193
tt1981115,150000000,644602516,494602516,0.23270154285280512
tt5027774,12000000,160191915,148191915,0.07491014761887327
tt1855401,3000000,223652,-2776348,13.413696278146405
tt1340800,21000000,81452811,60452811,0.2578179898542728
tt1570989,50000,424149,374149,0.11788310240033573
tt1859650,21500000,74326015,52826015,0.28926614725678484
tt1365519,90000000,273477501,183477501,0.3290947140839933
tt1964418,170000000,206627518,36627518,0.8227364953394058
tt0808510,48000000,112610386,64610386,0.42624842792031636
tt2784678,12000000,26001741,14001741,0.4615075582823473
tt1386703,125000000,211856088,86856088,0.5900231670472458
tt0471042,85000000,150422946,65422946,0.5650733632088285
tt0435761,200000000,1068879522,868879522,0.18711182680885902
tt1772408,5800000,15091,-5784909,384.33503412630046
tt3152624,35000000,141123897,106123897,0.24800902429728114
tt1924429,16000000,22594052,6594052,0.7081509770801625
tt2209764,100000000,103039258,3039258,0.9705038830927917
tt2109248,210000000,1104039076,894039076,0.19021065881186255
tt1399103,195000000,1123790543,928790543,0.1735198798518453
tt3371366,217000000,602893340,385893340,0.3599309954228388
tt4713454,12000000,6553186,-5446814,1.8311703650712798
tt1674784,35000000,786532,-34213468,44.49914307364481
tt1712261,20000000,25943792,5943792,0.7708973306600669
tt1679335,125000000,344150134,219150134,0.36321357352718625
tt2083383,60000000,47818913,-12181087,1.254733665735982
tt1403865,35000000,252276928,217276928,0.13873642856472393
tt6772950,3500000,95127344,91627344,0.03679278588919711
tt6869948,3500000,95127344,91627344,0.03679278588919711
tt0491203,25000000,6792768,-18207232,3.680384785701499
tt1860353,135000000,286896578,151896578,0.4705528415190787
tt3099498,3000000,1887554,-1112446,1.5893585031209703
tt2140619,1600000,868081,-731919,1.8431459737052187
tt2032572,40000000,1663785,-38336215,24.0415678708487
tt1946502,45000000,24644664,-20355336,1.8259530744667487
tt1809398,65000000,163527824,98527824,0.39748587371895805
tt7334528,18000000,46527161,28527161,0.38687080004731
tt1634003,2500000,1392649,-1107351,1.7951400532366735
tt2123342,2500000,1392649,-1107351,1.7951400532366735
tt2358925,35000000,13214051,-21785949,2.648695695211105
tt3462710,12000000,16221211,4221211,0.7397721415497277
tt4761916,1000000,16434588,15434588,0.06084728135563849
tt1401152,40000000,136123083,96123083,0.29385170478397116
tt9024106,6000000,18107621,12107621,0.3313521969561877
tt7153766,1500000,14244931,12744931,0.10530061535573601
tt0477080,95000000,165720921,70720921,0.57325290872599
tt6499752,3000000,16553285,13553285,0.18123290935907888
tt3248078,50000000,26387039,-23612961,1.8948696744640428
tt6857112,20000000,254210310,234210310,0.07867501518722825
tt3566698,1900000,12444,-1887556,152.6840244294439
tt1524930,31000000,102306500,71306500,0.3030110501287797
tt0817230,52000000,217569328,165569328,0.23900427729408624
tt2239822,180000000,215098356,35098356,0.8368264795106105
tt1666186,20000000,81424988,61424988,0.2456248443045518
tt1545106,16000000,94812,-15905188,168.75500991435683
tt1270797,116000000,853628605,737628605,0.13589047897475273
tt2771372,6000000,3485383,-2514617,1.7214750860952728
tt6266538,60000000,70883171,10883171,0.8464632599464265
tt1976009,40000000,31124367,-8875633,1.2851666991331905
tt1655460,32500000,24159934,-8340066,1.3452023503044337
tt2005151,50000000,86234503,36234503,0.5798143232761486
tt1568911,70000000,156815529,86815529,0.4463843628649813
tt3832914,3000000,73975239,70975239,0.04055411027465555
tt3450958,152000000,489592267,337592267,0.3104624199466778
tt0803096,160000000,425522281,265522281,0.37600851270112456
tt1588173,30000000,115121608,85121608,0.2605939972624427
tt1291584,25000000,24215385,-784615,1.0324015083798999
tt1067583,38000000,116809717,78809717,0.3253154016287874
tt3787590,2000000,10153415,8153415,0.19697806107600252
tt1389137,50000000,118729073,68729073,0.4211268456547286
tt1723121,37000000,267816276,230816276,0.1381544114966336
tt1714210,190000,1577585,1387585,0.12043725060773271
tt1791679,190000,1577585,1387585,0.12043725060773271
tt1910670,190000,1577585,1387585,0.12043725060773271
tt3289724,45000000,12874922,-32125078,3.495166805670745
tt1183923,10000000,355919,-9644081,28.096280333446654
tt7634968,20000000,69911903,49911903,0.2860743184175662
tt1586265,37500000,88473016,50973016,0.4238580495549061
tt0770703,20000000,30163785,10163785,0.6630467628648062
tt1389139,10000000,30768449,20768449,0.3250082576473062
tt2247476,15000000,30138912,15138912,0.4976954708915836
tt2582802,3300000,38969037,35669037,0.08468261609851944
tt3553442,35000000,25350747,-9649253,1.3806299277887157
tt4537896,30000000,25947983,-4052017,1.1561592282529243
tt2334879,150000000,205440387,55440387,0.730138811508372
tt1391137,20000000,60831067,40831067,0.3287793718956138
tt4501244,38000000,117425156,79425156,0.3236103854952511
tt4218572,40000000,73866088,33866088,0.5415204877236763
tt2305051,15000000,52460543,37460543,0.2859291791928269
tt2231253,30000000,4315789,-25684211,6.951220275133933
tt1235189,8000000,5314194,-2685806,1.505402324416459
tt1072748,3500000,44378040,40878040,0.07886783643441667
tt2311428,850000,3256,-846744,261.05651105651106
tt1449283,30000000,50145607,20145607,0.5982577895607086
tt1399683,2000000,16131551,14131551,0.12398063893546256
tt2870708,6000000,6591365,591365,0.9102818611926361
tt5322012,12000000,23477345,11477345,0.5111310499547542
tt1403241,18000000,94953,-17905047,189.56747022210988
tt2404425,11000000,58586407,47586407,0.18775686312355697
tt1870529,19000000,5745503,-13254497,3.306934136140909
tt2543472,20000000,304604712,284604712,0.06565886610447444
tt6428676,100000000,115149422,15149422,0.8684368385279433
tt0451279,150000000,821133378,671133378,0.18267434258408627
tt4183692,13000000,14403703,1403703,0.9025456856476421
tt0816711,190000000,531514650,341514650,0.35746898039404934
tt1646987,150000000,305270083,155270083,0.4913681633191681
tt1772341,165000000,496511521,331511521,0.3323185727245189
tt3385516,178000000,542537546,364537546,0.3280878923723373
tt1877832,200000000,747862775,547862775,0.26742874051994364
tt1270798,160000000,355408305,195408305,0.45018644119754037
tt2178470,8300000,50827466,42527466,0.16329753680815015
tt3838992,5000000,22958,-4977042,217.78900601097658
tt1302067,80000000,204774690,124774690,0.39067328096064996
tt1414382,20000000,32838945,12838945,0.6090329637569051
tt1182350,15000000,34247816,19247816,0.43798413306121475
tt1625346,12000000,22750356,10750356,0.5274642735260934
tt1240982,50000000,26121638,-23878362,1.9141219245133096
tt3312830,13000000,24001573,11001573,0.541631167257246
tt1488181,20000000,34454336,14454336,0.5804784628558798
tt1790885,52500000,134612435,82112435,0.39000854564439014
tt1222817,80000000,170805525,90805525,0.4683689242487911
tt1608290,50000000,55348693,5348693,0.9033636982177701
tt2948356,150000000,1019429616,869429616,0.14714110483523563
tt2249221,16000000,1844228,-14155772,8.67571688533088
tt1293847,85000000,345033359,260033359,0.24635299104513544
